/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975186233341.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975186669256.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975187088427.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191003744.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519101477.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191025371.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191035647.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191056468.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191088195.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191119482.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519115528.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191187375.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191223333.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191255448.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191287113.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191323333.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191355529.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191391556.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191423412.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191455347.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191491353.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191523304.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191555463.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191591053.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191623457.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519165913.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191691447.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191723256.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191759447.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191791367.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191827332.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191859205.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_17089751918914.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191928598.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191959369.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975191995382.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192027505.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192059692.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192095325.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192127569.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192163703.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192195599.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192229198.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519226392.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192295294.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192328694.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192363423.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192395355.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_17089751924315.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519246346.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192495538.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519253171.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192563845.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192599301.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192631763.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192664563.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519269952.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192731314.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192768627.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192799361.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192831531.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192867267.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192899864.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192935474.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192967438.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975192999896.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193037747.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193067579.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193099527.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193138679.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519316799.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193205896.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193235486.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193268095.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193303711.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193335857.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193375015.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193403707.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193435359.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193471618.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193503399.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193539619.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193571895.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193603967.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193639571.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193671532.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193707754.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193739789.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193772038.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193807554.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193840115.jpg,0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193871599.jpg,-0.56
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193907921.jpg,-0.7
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193939741.jpg,-1
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975193976006.jpg,-1
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_170897519400758.jpg,-1
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975194040022.jpg,-1
/home/pi/Robot_Car/Self Driving/DataCollected/IMG1/Image_1708975194075799.jpg,0
